match_id,format,season,date,event,match_number,team1,team2,winner,margin,venue,city
1531700,ODI,2026,2026/05/03,ICC Men's Cricket World Cup League 2,101,United Arab Emirates,Oman,United Arab Emirates,54 runs,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur
1531701,ODI,2026,2026/05/05,ICC Men's Cricket World Cup League 2,102,Nepal,Oman,Nepal,81 runs,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur
221083,ODI,2005/06,2005/10/07,ICC World XI tour of Australia,2,Australia,ICC World XI,Australia,55 runs,Docklands Stadium,Melbourne
221337,ODI,2005/06,2005/10/09,ICC World XI tour of Australia,3,Australia,ICC World XI,Australia,156 runs,Docklands Stadium,Melbourne
247457,ODI,2006/07,2007/03/13,ICC World Cup,1,West Indies,Pakistan,West Indies,54 runs,"Sabina Park, Kingston",Jamaica
247458,ODI,2006/07,2007/03/14,ICC World Cup,2,Australia,Scotland,Australia,203 runs,"Warner Park, Basseterre",St Kitts
247460,ODI,2006/07,2007/03/15,ICC World Cup,4,Bermuda,Sri Lanka,Sri Lanka,243 runs,"Queen's Park Oval, Port of Spain",Trinidad
247461,ODI,2006/07,2007/03/15,ICC World Cup,5,Ireland,Zimbabwe,tie,,"Sabina Park, Kingston",Jamaica
247462,ODI,2006/07,2007/03/16,ICC World Cup,7,Netherlands,South Africa,South Africa,221 runs,"Warner Park, Basseterre",St Kitts
247463,ODI,2006/07,2007/03/16,ICC World Cup,6,England,New Zealand,New Zealand,6 wickets,"Beausejour Stadium, Gros Islet",St Lucia
247464,ODI,2006/07,2007/03/17,ICC World Cup,8,Bangladesh,India,Bangladesh,5 wickets,"Queen's Park Oval, Port of Spain",Trinidad
247465,ODI,2006/07,2007/03/17,ICC World Cup,9,Ireland,Pakistan,Ireland,3 wickets,"Sabina Park, Kingston",Jamaica
247466,ODI,2006/07,2007/03/18,ICC World Cup,10,Australia,Netherlands,Australia,229 runs,"Warner Park, Basseterre",St Kitts
247467,ODI,2006/07,2007/03/18,ICC World Cup,11,Canada,England,England,51 runs,"Beausejour Stadium, Gros Islet",St Lucia
247468,ODI,2006/07,2007/03/19,ICC World Cup,12,Bermuda,India,India,257 runs,"Queen's Park Oval, Port of Spain",Trinidad
247469,ODI,2006/07,2007/03/19,ICC World Cup,13,West Indies,Zimbabwe,West Indies,6 wickets,"Sabina Park, Kingston",Jamaica
247470,ODI,2006/07,2007/03/20,ICC World Cup,15,Scotland,South Africa,South Africa,7 wickets,"Warner Park, Basseterre",St Kitts
247471,ODI,2006/07,2007/03/20,ICC World Cup,14,Kenya,New Zealand,New Zealand,148 runs,"Beausejour Stadium, Gros Islet",St Lucia
247472,ODI,2006/07,2007/03/21,ICC World Cup,16,Bangladesh,Sri Lanka,Sri Lanka,198 runs,"Queen's Park Oval, Port of Spain",Trinidad
247473,ODI,2006/07,2007/03/21,ICC World Cup,17,Pakistan,Zimbabwe,Pakistan,93 runs,"Sabina Park, Kingston",Jamaica
247474,ODI,2006/07,2007/03/22,ICC World Cup,19,Netherlands,Scotland,Netherlands,8 wickets,"Warner Park, Basseterre",St Kitts
247475,ODI,2006/07,2007/03/22,ICC World Cup,18,Canada,New Zealand,New Zealand,114 runs,"Beausejour Stadium, Gros Islet",St Lucia
247476,ODI,2006/07,2007/03/23,ICC World Cup,20,India,Sri Lanka,Sri Lanka,69 runs,"Queen's Park Oval, Port of Spain",Trinidad
247477,ODI,2006/07,2007/03/23,ICC World Cup,21,West Indies,Ireland,West Indies,8 wickets,"Sabina Park, Kingston",Jamaica
247478,ODI,2006/07,2007/03/24,ICC World Cup,22,Australia,South Africa,Australia,83 runs,"Warner Park, Basseterre",St Kitts
247479,ODI,2006/07,2007/03/24,ICC World Cup,23,England,Kenya,England,7 wickets,"Beausejour Stadium, Gros Islet",St Lucia
247480,ODI,2006/07,2007/03/25,ICC World Cup,24,Bangladesh,Bermuda,Bangladesh,7 wickets,"Queen's Park Oval, Port of Spain",Trinidad
247481,ODI,2006/07,2007/03/27,ICC World Cup,25,West Indies,Australia,Australia,103 runs,"Sir Vivian Richards Stadium, North Sound",Antigua
247482,ODI,2006/07,2007/03/28,ICC World Cup,26,South Africa,Sri Lanka,South Africa,1 wickets,Providence Stadium,Guyana
247483,ODI,2006/07,2007/03/29,ICC World Cup,27,West Indies,New Zealand,New Zealand,7 wickets,"Sir Vivian Richards Stadium, North Sound",Antigua
247484,ODI,2006/07,2007/03/30,ICC World Cup,28,England,Ireland,England,48 runs,Providence Stadium,Guyana
247485,ODI,2006/07,2007/03/31,ICC World Cup,29,Australia,Bangladesh,Australia,10 wickets,"Sir Vivian Richards Stadium, North Sound",Antigua
247486,ODI,2006/07,2007/04/01,ICC World Cup,30,West Indies,Sri Lanka,Sri Lanka,113 runs,Providence Stadium,Guyana
247487,ODI,2006/07,2007/04/02,ICC World Cup,31,Bangladesh,New Zealand,New Zealand,9 wickets,"Sir Vivian Richards Stadium, North Sound",Antigua
247488,ODI,2006/07,2007/04/03,ICC World Cup,32,Ireland,South Africa,South Africa,7 wickets,Providence Stadium,Guyana
247489,ODI,2006/07,2007/04/04,ICC World Cup,33,England,Sri Lanka,Sri Lanka,2 runs,"Sir Vivian Richards Stadium, North Sound",Antigua
247490,ODI,2006/07,2007/04/07,ICC World Cup,34,Bangladesh,South Africa,Bangladesh,67 runs,Providence Stadium,Guyana
247491,ODI,2006/07,2007/04/08,ICC World Cup,35,Australia,England,Australia,7 wickets,"Sir Vivian Richards Stadium, North Sound",Antigua
247492,ODI,2006/07,2007/04/09,ICC World Cup,36,Ireland,New Zealand,New Zealand,129 runs,Providence Stadium,Guyana
247493,ODI,2006/07,2007/04/10,ICC World Cup,37,West Indies,South Africa,South Africa,67 runs,"National Cricket Stadium, St George's",Grenada
247494,ODI,2006/07,2007/04/11,ICC World Cup,38,Bangladesh,England,England,4 wickets,"Kensington Oval, Bridgetown",Barbados
247495,ODI,2006/07,2007/04/12,ICC World Cup,39,New Zealand,Sri Lanka,Sri Lanka,6 wickets,"National Cricket Stadium, St George's",Grenada
247496,ODI,2006/07,2007/04/13,ICC World Cup,40,Australia,Ireland,Australia,9 wickets,"Kensington Oval, Bridgetown",Barbados
247497,ODI,2006/07,2007/04/14,ICC World Cup,41,New Zealand,South Africa,New Zealand,5 wickets,"National Cricket Stadium, St George's",Grenada
247498,ODI,2006/07,2007/04/15,ICC World Cup,42,Bangladesh,Ireland,Ireland,74 runs,"Kensington Oval, Bridgetown",Barbados
247499,ODI,2006/07,2007/04/16,ICC World Cup,43,Australia,Sri Lanka,Australia,7 wickets,"National Cricket Stadium, St George's",Grenada
247500,ODI,2006/07,2007/04/17,ICC World Cup,44,England,South Africa,South Africa,9 wickets,"Kensington Oval, Bridgetown",Barbados
247501,ODI,2006/07,2007/04/18,ICC World Cup,45,Ireland,Sri Lanka,Sri Lanka,8 wickets,"National Cricket Stadium, St George's",Grenada
247502,ODI,2006/07,2007/04/19,ICC World Cup,46,West Indies,Bangladesh,West Indies,99 runs,"Kensington Oval, Bridgetown",Barbados
247503,ODI,2006/07,2007/04/20,ICC World Cup,47,Australia,New Zealand,Australia,215 runs,"National Cricket Stadium, St George's",Grenada
247504,ODI,2006/07,2007/04/21,ICC World Cup,48,West Indies,England,England,1 wickets,"Kensington Oval, Bridgetown",Barbados
247505,ODI,2006/07,2007/04/24,ICC World Cup,,New Zealand,Sri Lanka,Sri Lanka,81 runs,"Sabina Park, Kingston",Jamaica
247506,ODI,2006/07,2007/04/25,ICC World Cup,,Australia,South Africa,Australia,7 wickets,"Beausejour Stadium, Gros Islet",St Lucia
247507,ODI,2006/07,2007/04/28,ICC World Cup,,Australia,Sri Lanka,Australia,53 runs,"Kensington Oval, Bridgetown",Barbados
249739,ODI,2006/07,2006/10/07,ICC Champions Trophy,1,Bangladesh,Sri Lanka,Sri Lanka,37 runs,"Punjab Cricket Association Stadium, Mohali",Chandigarh
249740,ODI,2006/07,2006/10/08,ICC Champions Trophy,2,West Indies,Zimbabwe,West Indies,9 wickets,"Sardar Patel Stadium, Motera",Ahmedabad
249741,ODI,2006/07,2006/10/10,ICC Champions Trophy,3,Sri Lanka,Zimbabwe,Sri Lanka,144 runs,"Sardar Patel Stadium, Motera",Ahmedabad
249742,ODI,2006/07,2006/10/11,ICC Champions Trophy,4,Bangladesh,West Indies,West Indies,10 wickets,Sawai Mansingh Stadium,Jaipur
249743,ODI,2006/07,2006/10/13,ICC Champions Trophy,5,Bangladesh,Zimbabwe,Bangladesh,101 runs,Sawai Mansingh Stadium,Jaipur
249744,ODI,2006/07,2006/10/14,ICC Champions Trophy,6,Sri Lanka,West Indies,Sri Lanka,9 wickets,Brabourne Stadium,Mumbai
249745,ODI,2006/07,2006/10/15,ICC Champions Trophy,7,India,England,India,4 wickets,Sawai Mansingh Stadium,Jaipur
249746,ODI,2006/07,2006/10/16,ICC Champions Trophy,8,New Zealand,South Africa,New Zealand,87 runs,Brabourne Stadium,Mumbai
249747,ODI,2006/07,2006/10/17,ICC Champions Trophy,9,Pakistan,Sri Lanka,Pakistan,4 wickets,Sawai Mansingh Stadium,Jaipur
249748,ODI,2006/07,2006/10/18,ICC Champions Trophy,10,Australia,West Indies,West Indies,10 runs,Brabourne Stadium,Mumbai
249749,ODI,2006/07,2006/10/20,ICC Champions Trophy,11,New Zealand,Sri Lanka,Sri Lanka,7 wickets,Brabourne Stadium,Mumbai
249750,ODI,2006/07,2006/10/21,ICC Champions Trophy,12,Australia,England,Australia,6 wickets,Sawai Mansingh Stadium,Jaipur
249751,ODI,2006/07,2006/10/24,ICC Champions Trophy,13,South Africa,Sri Lanka,South Africa,78 runs,"Sardar Patel Stadium, Motera",Ahmedabad
249752,ODI,2006/07,2006/10/25,ICC Champions Trophy,14,New Zealand,Pakistan,New Zealand,51 runs,"Punjab Cricket Association Stadium, Mohali",Chandigarh
249753,ODI,2006/07,2006/10/26,ICC Champions Trophy,15,India,West Indies,West Indies,3 wickets,"Sardar Patel Stadium, Motera",Ahmedabad
249754,ODI,2006/07,2006/10/27,ICC Champions Trophy,16,Pakistan,South Africa,South Africa,124 runs,"Punjab Cricket Association Stadium, Mohali",Chandigarh
249755,ODI,2006/07,2006/10/28,ICC Champions Trophy,17,England,West Indies,England,3 wickets,"Sardar Patel Stadium, Motera",Ahmedabad
249756,ODI,2006/07,2006/10/29,ICC Champions Trophy,18,India,Australia,Australia,6 wickets,"Punjab Cricket Association Stadium, Mohali",Chandigarh
249757,ODI,2006/07,2006/11/01,ICC Champions Trophy,,Australia,New Zealand,Australia,34 runs,"Punjab Cricket Association Stadium, Mohali",Chandigarh
249758,ODI,2006/07,2006/11/02,ICC Champions Trophy,,South Africa,West Indies,West Indies,6 wickets,Sawai Mansingh Stadium,Jaipur
249759,ODI,2006/07,2006/11/05,ICC Champions Trophy,,Australia,West Indies,Australia,8 wickets,Brabourne Stadium,Mumbai
259384,ODI,2006/07,2006/11/27,ICC Tri-Series (in South Africa),2,Bermuda,Canada,Canada,5 wickets,Sedgars Park,Potchefstroom
259389,ODI,2006/07,2006/12/02,ICC Tri-Series (in South Africa),6,Bermuda,Netherlands,Bermuda,6 wickets,Willowmoore Park,Benoni
259390,ODI,2006/07,2006/11/30,ICC Tri-Series (in South Africa),4,Bermuda,Canada,Canada,3 wickets,Willowmoore Park,Benoni
259391,ODI,2006/07,2006/12/01,ICC Tri-Series (in South Africa),5,Canada,Netherlands,Netherlands,1 wickets,Willowmoore Park,Benoni
267386,ODI,2006/07,2007/02/02,ICC World Cricket League Division One,7,Bermuda,Canada,Canada,56 runs,Gymkhana Club Ground,Nairobi
267387,ODI,2006/07,2007/02/04,ICC World Cricket League Division One,10,Bermuda,Netherlands,Netherlands,8 wickets,Ruaraka Sports Club Ground,Nairobi
267389,ODI,2006/07,2007/02/04,ICC World Cricket League Division One,12,Kenya,Scotland,Scotland,77 runs,Gymkhana Club Ground,Nairobi
267391,ODI,2006/07,2007/02/05,ICC World Cricket League Division One,14,Kenya,Canada,Kenya,158 runs,Jaffery Sports Club Ground,Nairobi
390204,ODI,2009,2009/04/01,ICC World Cup Qualifiers,4,Ireland,Scotland,Ireland,7 wickets,Willowmoore Park,Benoni
390227,ODI,2009,2009/04/08,ICC World Cup Qualifiers,27,Canada,Scotland,Canada,148 runs,Willowmoore Park,Benoni
415273,ODI,2009/10,2009/09/22,ICC Champions Trophy,1,South Africa,Sri Lanka,Sri Lanka,55 runs,SuperSport Park,Centurion
415274,ODI,2009/10,2009/09/23,ICC Champions Trophy,2,Pakistan,West Indies,Pakistan,5 wickets,New Wanderers Stadium,Johannesburg
415275,ODI,2009/10,2009/09/24,ICC Champions Trophy,3,South Africa,New Zealand,South Africa,5 wickets,SuperSport Park,Centurion
415276,ODI,2009/10,2009/09/25,ICC Champions Trophy,4,England,Sri Lanka,England,6 wickets,New Wanderers Stadium,Johannesburg
415277,ODI,2009/10,2009/09/26,ICC Champions Trophy,5,Australia,West Indies,Australia,50 runs,New Wanderers Stadium,Johannesburg
415278,ODI,2009/10,2009/09/26,ICC Champions Trophy,6,India,Pakistan,Pakistan,54 runs,SuperSport Park,Centurion
415279,ODI,2009/10,2009/09/27,ICC Champions Trophy,7,New Zealand,Sri Lanka,New Zealand,38 runs,New Wanderers Stadium,Johannesburg
415280,ODI,2009/10,2009/09/27,ICC Champions Trophy,8,South Africa,England,England,22 runs,SuperSport Park,Centurion
415281,ODI,2009/10,2009/09/28,ICC Champions Trophy,9,Australia,India,no result,,SuperSport Park,Centurion
415282,ODI,2009/10,2009/09/29,ICC Champions Trophy,10,England,New Zealand,New Zealand,4 wickets,New Wanderers Stadium,Johannesburg
415283,ODI,2009/10,2009/09/30,ICC Champions Trophy,11,Australia,Pakistan,Australia,2 wickets,SuperSport Park,Centurion
415284,ODI,2009/10,2009/09/30,ICC Champions Trophy,12,India,West Indies,India,7 wickets,New Wanderers Stadium,Johannesburg
415285,ODI,2009/10,2009/10/02,ICC Champions Trophy,,Australia,England,Australia,9 wickets,SuperSport Park,Centurion
415286,ODI,2009/10,2009/10/03,ICC Champions Trophy,,New Zealand,Pakistan,New Zealand,5 wickets,New Wanderers Stadium,Johannesburg
415287,ODI,2009/10,2009/10/05,ICC Champions Trophy,,Australia,New Zealand,Australia,6 wickets,SuperSport Park,Centurion
433558,ODI,2010/11,2011/02/19,ICC Cricket World Cup,1,Bangladesh,India,India,87 runs,Shere Bangla National Stadium,Mirpur
433559,ODI,2010/11,2011/02/20,ICC Cricket World Cup,2,Kenya,New Zealand,New Zealand,10 wickets,"MA Chidambaram Stadium, Chepauk",Chennai
433560,ODI,2010/11,2011/02/20,ICC Cricket World Cup,3,Sri Lanka,Canada,Sri Lanka,210 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota
433561,ODI,2010/11,2011/02/21,ICC Cricket World Cup,4,Australia,Zimbabwe,Australia,91 runs,"Sardar Patel Stadium, Motera",Ahmedabad
433562,ODI,2010/11,2011/02/22,ICC Cricket World Cup,5,England,Netherlands,England,6 wickets,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur
433563,ODI,2010/11,2011/02/23,ICC Cricket World Cup,6,Kenya,Pakistan,Pakistan,205 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota
433564,ODI,2010/11,2011/02/24,ICC Cricket World Cup,7,South Africa,West Indies,South Africa,7 wickets,Feroz Shah Kotla,Delhi
433565,ODI,2010/11,2011/02/25,ICC Cricket World Cup,8,Australia,New Zealand,Australia,7 wickets,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur
433566,ODI,2010/11,2011/02/25,ICC Cricket World Cup,9,Bangladesh,Ireland,Bangladesh,27 runs,Shere Bangla National Stadium,Mirpur
433567,ODI,2010/11,2011/02/26,ICC Cricket World Cup,10,Sri Lanka,Pakistan,Pakistan,11 runs,R Premadasa Stadium,Colombo
433568,ODI,2010/11,2011/02/27,ICC Cricket World Cup,11,India,England,tie,,M Chinnaswamy Stadium,Bangalore
433569,ODI,2010/11,2011/02/28,ICC Cricket World Cup,13,Netherlands,West Indies,West Indies,215 runs,Feroz Shah Kotla,Delhi
433570,ODI,2010/11,2011/02/28,ICC Cricket World Cup,12,Canada,Zimbabwe,Zimbabwe,175 runs,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur
433571,ODI,2010/11,2011/03/01,ICC Cricket World Cup,14,Sri Lanka,Kenya,Sri Lanka,9 wickets,R Premadasa Stadium,Colombo
433572,ODI,2010/11,2011/03/02,ICC Cricket World Cup,15,England,Ireland,Ireland,3 wickets,M Chinnaswamy Stadium,Bangalore
433573,ODI,2010/11,2011/03/03,ICC Cricket World Cup,16,Netherlands,South Africa,South Africa,231 runs,"Punjab Cricket Association Stadium, Mohali",Chandigarh
433574,ODI,2010/11,2011/03/03,ICC Cricket World Cup,17,Canada,Pakistan,Pakistan,46 runs,R Premadasa Stadium,Colombo
433575,ODI,2010/11,2011/03/04,ICC Cricket World Cup,18,New Zealand,Zimbabwe,New Zealand,10 wickets,"Sardar Patel Stadium, Motera",Ahmedabad
433576,ODI,2010/11,2011/03/04,ICC Cricket World Cup,19,Bangladesh,West Indies,West Indies,9 wickets,Shere Bangla National Stadium,Mirpur
433577,ODI,2010/11,2011/03/05,ICC Cricket World Cup,20,Sri Lanka,Australia,no result,,R Premadasa Stadium,Colombo
433578,ODI,2010/11,2011/03/06,ICC Cricket World Cup,22,India,Ireland,India,5 wickets,M Chinnaswamy Stadium,Bangalore
433579,ODI,2010/11,2011/03/06,ICC Cricket World Cup,21,England,South Africa,England,6 runs,"MA Chidambaram Stadium, Chepauk",Chennai
433580,ODI,2010/11,2011/03/07,ICC Cricket World Cup,23,Canada,Kenya,Canada,5 wickets,Feroz Shah Kotla,Delhi
433581,ODI,2010/11,2011/03/08,ICC Cricket World Cup,24,New Zealand,Pakistan,New Zealand,110 runs,Pallekele International Cricket Stadium,
433582,ODI,2010/11,2011/03/09,ICC Cricket World Cup,25,India,Netherlands,India,5 wickets,Feroz Shah Kotla,Delhi
433583,ODI,2010/11,2011/03/10,ICC Cricket World Cup,26,Sri Lanka,Zimbabwe,Sri Lanka,139 runs,Pallekele International Cricket Stadium,
433584,ODI,2010/11,2011/03/11,ICC Cricket World Cup,27,Ireland,West Indies,West Indies,44 runs,"Punjab Cricket Association Stadium, Mohali",Chandigarh
433585,ODI,2010/11,2011/03/11,ICC Cricket World Cup,28,Bangladesh,England,Bangladesh,2 wickets,Zahur Ahmed Chowdhury Stadium,Chittagong
433586,ODI,2010/11,2011/03/12,ICC Cricket World Cup,29,India,South Africa,South Africa,3 wickets,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur
433587,ODI,2010/11,2011/03/13,ICC Cricket World Cup,30,Canada,New Zealand,New Zealand,97 runs,Wankhede Stadium,Mumbai
433588,ODI,2010/11,2011/03/13,ICC Cricket World Cup,31,Australia,Kenya,Australia,60 runs,M Chinnaswamy Stadium,Bangalore
433589,ODI,2010/11,2011/03/14,ICC Cricket World Cup,33,Pakistan,Zimbabwe,Pakistan,7 wickets,Pallekele International Cricket Stadium,
433590,ODI,2010/11,2011/03/14,ICC Cricket World Cup,32,Bangladesh,Netherlands,Bangladesh,6 wickets,Zahur Ahmed Chowdhury Stadium,Chittagong
433591,ODI,2010/11,2011/03/15,ICC Cricket World Cup,34,Ireland,South Africa,South Africa,131 runs,Eden Gardens,Kolkata
433592,ODI,2010/11,2011/03/16,ICC Cricket World Cup,35,Australia,Canada,Australia,7 wickets,M Chinnaswamy Stadium,Bangalore
433593,ODI,2010/11,2011/03/17,ICC Cricket World Cup,36,England,West Indies,England,18 runs,"MA Chidambaram Stadium, Chepauk",Chennai
433594,ODI,2010/11,2011/03/18,ICC Cricket World Cup,38,New Zealand,Sri Lanka,Sri Lanka,112 runs,Wankhede Stadium,Mumbai
433595,ODI,2010/11,2011/03/18,ICC Cricket World Cup,37,Ireland,Netherlands,Ireland,6 wickets,Eden Gardens,Kolkata
433596,ODI,2010/11,2011/03/19,ICC Cricket World Cup,40,Australia,Pakistan,Pakistan,4 wickets,R Premadasa Stadium,Colombo
433597,ODI,2010/11,2011/03/19,ICC Cricket World Cup,39,Bangladesh,South Africa,South Africa,206 runs,Shere Bangla National Stadium,Mirpur
433598,ODI,2010/11,2011/03/20,ICC Cricket World Cup,41,Kenya,Zimbabwe,Zimbabwe,161 runs,Eden Gardens,Kolkata
433599,ODI,2010/11,2011/03/20,ICC Cricket World Cup,42,India,West Indies,India,80 runs,"MA Chidambaram Stadium, Chepauk",Chennai
433600,ODI,2010/11,2011/03/23,ICC Cricket World Cup,,Pakistan,West Indies,Pakistan,10 wickets,Shere Bangla National Stadium,Mirpur
433601,ODI,2010/11,2011/03/24,ICC Cricket World Cup,,India,Australia,India,5 wickets,"Sardar Patel Stadium, Motera",Ahmedabad
433602,ODI,2010/11,2011/03/25,ICC Cricket World Cup,,New Zealand,South Africa,New Zealand,49 runs,Shere Bangla National Stadium,Mirpur
433603,ODI,2010/11,2011/03/26,ICC Cricket World Cup,,Sri Lanka,England,Sri Lanka,10 wickets,R Premadasa Stadium,Colombo
433604,ODI,2010/11,2011/03/29,ICC Cricket World Cup,,Sri Lanka,New Zealand,Sri Lanka,5 wickets,R Premadasa Stadium,Colombo
433605,ODI,2010/11,2011/03/30,ICC Cricket World Cup,,India,Pakistan,India,29 runs,"Punjab Cricket Association Stadium, Mohali",Chandigarh
433606,ODI,2010/11,2011/04/02,ICC Cricket World Cup,,India,Sri Lanka,India,6 wickets,Wankhede Stadium,Mumbai
450379,ODI,2010,2010/07/07,ICC World Cricket League Division One,10,Canada,Ireland,Ireland,5 wickets,VRA Ground,Amstelveen
504779,ODI,2011,2011/06/29,ICC World Cricket League Championship,2,Scotland,Netherlands,Scotland,5 wickets,Mannofield Park,Aberdeen
523804,ODI,2011,2011/09/19,ICC World Cricket League Championship,11,Ireland,Canada,Ireland,133 runs,Clontarf Cricket Club Ground,Dublin
523805,ODI,2011,2011/09/20,ICC World Cricket League Championship,12,Ireland,Canada,Ireland,56 runs,Clontarf Cricket Club Ground,Dublin
543881,ODI,2011/12,2012/02/18,ICC World Cricket League Championship,17,Kenya,Ireland,Kenya,7 wickets,Mombasa Sports Club Ground,
543882,ODI,2011/12,2012/02/20,ICC World Cricket League Championship,18,Kenya,Ireland,Ireland,117 runs,Mombasa Sports Club Ground,
566946,ODI,2013,2013/06/19,ICC Champions Trophy,,England,South Africa,England,7 wickets,Kennington Oval,London
566947,ODI,2013,2013/06/20,ICC Champions Trophy,,India,Sri Lanka,India,8 wickets,Sophia Gardens,Cardiff
566948,ODI,2013,2013/06/23,ICC Champions Trophy,,England,India,India,5 runs,Edgbaston,Birmingham
578614,ODI,2013,2013/06/06,ICC Champions Trophy,1,India,South Africa,India,26 runs,Sophia Gardens,Cardiff
578615,ODI,2013,2013/06/07,ICC Champions Trophy,2,Pakistan,West Indies,West Indies,2 wickets,Kennington Oval,London
578616,ODI,2013,2013/06/08,ICC Champions Trophy,3,England,Australia,England,48 runs,Edgbaston,Birmingham
578617,ODI,2013,2013/06/09,ICC Champions Trophy,4,New Zealand,Sri Lanka,New Zealand,1 wickets,Sophia Gardens,Cardiff
578618,ODI,2013,2013/06/10,ICC Champions Trophy,5,Pakistan,South Africa,South Africa,67 runs,Edgbaston,Birmingham
578619,ODI,2013,2013/06/11,ICC Champions Trophy,6,India,West Indies,India,8 wickets,Kennington Oval,London
578620,ODI,2013,2013/06/12,ICC Champions Trophy,7,Australia,New Zealand,no result,,Edgbaston,Birmingham
578621,ODI,2013,2013/06/13,ICC Champions Trophy,8,England,Sri Lanka,Sri Lanka,7 wickets,Kennington Oval,London
578622,ODI,2013,2013/06/14,ICC Champions Trophy,9,South Africa,West Indies,tie,,Sophia Gardens,Cardiff
578623,ODI,2013,2013/06/15,ICC Champions Trophy,10,India,Pakistan,India,8 wickets,Edgbaston,Birmingham
578624,ODI,2013,2013/06/16,ICC Champions Trophy,11,England,New Zealand,England,10 runs,Sophia Gardens,Cardiff
578625,ODI,2013,2013/06/17,ICC Champions Trophy,12,Australia,Sri Lanka,Sri Lanka,20 runs,Kennington Oval,London
592266,ODI,2012/13,2013/03/11,ICC World Cricket League Championship,35,Canada,Kenya,Kenya,6 wickets,ICC Global Cricket Academy,Dubai
631138,ODI,2013,2013/07/07,ICC World Cricket League Championship,43,Netherlands,Ireland,Ireland,88 runs,VRA Ground,Amstelveen
65235,ODI,2002/03,2003/02/09,ICC World Cup,1,West Indies,South Africa,West Indies,3 runs,"Newlands, Cape Town",Cape Town
65236,ODI,2002/03,2003/02/10,ICC World Cup,2,Zimbabwe,Namibia,Zimbabwe,86 runs,Harare Sports Club,Harare
65237,ODI,2002/03,2003/02/10,ICC World Cup,3,Sri Lanka,New Zealand,Sri Lanka,47 runs,"Goodyear Park, Bloemfontein",Bloemfontein
65238,ODI,2002/03,2003/02/11,ICC World Cup,4,Australia,Pakistan,Australia,82 runs,"New Wanderers Stadium, Johannesburg",Johannesburg
65239,ODI,2002/03,2003/02/11,ICC World Cup,5,Canada,Bangladesh,Canada,60 runs,"Kingsmead, Durban",Durban
65240,ODI,2002/03,2003/02/12,ICC World Cup,6,Kenya,South Africa,South Africa,10 wickets,"North West Cricket Stadium, Potchefstroom",Potchefstroom
65241,ODI,2002/03,2003/02/12,ICC World Cup,7,India,Netherlands,India,68 runs,"Boland Bank Park, Paarl",Paarl
65242,ODI,2002/03,2003/02/13,ICC World Cup,9,New Zealand,West Indies,New Zealand,20 runs,"St George's Park, Port Elizabeth",Gqeberha
65244,ODI,2002/03,2003/02/15,ICC World Cup,11,India,Australia,Australia,9 wickets,"SuperSport Park, Centurion",Centurion
65245,ODI,2002/03,2003/02/15,ICC World Cup,12,Canada,Kenya,Kenya,4 wickets,"Newlands, Cape Town",Cape Town
65246,ODI,2002/03,2003/02/16,ICC World Cup,13,Netherlands,England,England,6 wickets,"Buffalo Park, East London",East London
65247,ODI,2002/03,2003/02/16,ICC World Cup,14,Pakistan,Namibia,Pakistan,171 runs,"De Beers Diamond Oval, Kimberley",Kimberley
65248,ODI,2002/03,2003/02/16,ICC World Cup,15,South Africa,New Zealand,New Zealand,9 wickets,"New Wanderers Stadium, Johannesburg",Johannesburg
65249,ODI,2002/03,2003/02/18,ICC World Cup,16,West Indies,Bangladesh,no result,,"Willowmoore Park, Benoni",Benoni
65250,ODI,2002/03,2003/02/19,ICC World Cup,17,India,Zimbabwe,India,83 runs,Harare Sports Club,Harare
65251,ODI,2002/03,2003/02/19,ICC World Cup,18,Canada,Sri Lanka,Sri Lanka,9 wickets,"Boland Bank Park, Paarl",Paarl
65252,ODI,2002/03,2003/02/19,ICC World Cup,19,England,Namibia,England,55 runs,"St George's Park, Port Elizabeth",Gqeberha
65254,ODI,2002/03,2003/02/22,ICC World Cup,22,Bangladesh,South Africa,South Africa,10 wickets,"Goodyear Park, Bloemfontein",Bloemfontein
65255,ODI,2002/03,2003/02/22,ICC World Cup,23,England,Pakistan,England,112 runs,"Newlands, Cape Town",Cape Town
65256,ODI,2002/03,2003/02/23,ICC World Cup,24,Canada,West Indies,West Indies,7 wickets,"SuperSport Park, Centurion",Centurion
65257,ODI,2002/03,2003/02/23,ICC World Cup,25,India,Namibia,India,181 runs,"City Oval, Pietermaritzburg",Pietermaritzburg
65258,ODI,2002/03,2003/02/24,ICC World Cup,26,Kenya,Sri Lanka,Kenya,53 runs,"Gymkhana Club Ground, Nairobi",Nairobi
65259,ODI,2002/03,2003/02/24,ICC World Cup,27,Zimbabwe,Australia,Australia,7 wickets,"Queens Sports Club, Bulawayo",Bulawayo
